IND,SOC_LABEL,SEX,RACE_HISP,TOTALS
2870,Office and Administrative Support Occupations,2,Hispanic White,71
2870,Office and Administrative Support Occupations,2,Non-Hispanic Asian,22
2870,Office and Administrative Support Occupations,2,Non-Hispanic Black,55
2870,Office and Administrative Support Occupations,2,Non-Hispanic White,647
2870,Production Occupations,1,Hispanic Multiracial,53
2870,Production Occupations,1,Hispanic Other,866
2870,Production Occupations,1,Hispanic White,1289
2870,Production Occupations,1,Non-Hispanic Asian,313
2870,Production Occupations,1,Non-Hispanic Black,341
2870,Production Occupations,1,Non-Hispanic Multiracial,99
2870,Production Occupations,1,Non-Hispanic White,1867
2870,Production Occupations,2,Hispanic Other,157
2870,Production Occupations,2,Hispanic White,256
2870,Production Occupations,2,Non-Hispanic Asian,51
2870,Production Occupations,2,Non-Hispanic Black,88
2870,Production Occupations,2,Non-Hispanic White,445
2870,Sales and Related Occupations,1,Hispanic Asian,50
2870,Sales and Related Occupations,1,Hispanic White,16
2870,Sales and Related Occupations,1,Non-Hispanic Asian,45
2870,Sales and Related Occupations,1,Non-Hispanic White,628
2870,Sales and Related Occupations,2,Hispanic Other,13
2870,Sales and Related Occupations,2,Non-Hispanic White,65
2870,Tarnsportation and Material Moving Occupations,1,Hispanic Other,150
2870,Tarnsportation and Material Moving Occupations,1,Hispanic White,425
2870,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Asian,11
2870,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,92
2870,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,73
2870,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,361
2870,Tarnsportation and Material Moving Occupations,2,Hispanic Other,203
2870,Tarnsportation and Material Moving Occupations,2,Hispanic White,94
2870,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Asian,48
2880,Architecture and Engineering Occupations,1,Hispanic White,33
2880,Architecture and Engineering Occupations,1,Non-Hispanic White,280
2880,Architecture and Engineering Occupations,2,Non-Hispanic White,77
2880,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic White,22
2880,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,17
2880,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,6
2880,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Multiracial,25
2880,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,72
2880,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,25
2880,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic White,17
2880,Business and Financial Operations Occupations,1,Hispanic Other,21
2880,Business and Financial Operations Occupations,1,Non-Hispanic Black,22
2880,Business and Financial Operations Occupations,1,Non-Hispanic White,45
2880,Business and Financial Operations Occupations,2,Non-Hispanic Black,14
2880,Business and Financial Operations Occupations,2,Non-Hispanic White,75
2880,Computer and Mathematical Occupations,1,Non-Hispanic White,50
2880,"Educations, Library, and Training Occupations",1,Non-Hispanic White,15
2880,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,175
2880,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Multiracial,37
2880,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,224
2880,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic White,77
2880,Management Occupations,1,Hispanic Other,16
2880,Management Occupations,1,Hispanic White,55
2880,Management Occupations,1,Non-Hispanic Asian,85
2880,Management Occupations,1,Non-Hispanic White,1076
2880,Management Occupations,2,Hispanic White,20
2880,Management Occupations,2,Non-Hispanic Black,22
2880,Management Occupations,2,Non-Hispanic White,97
2880,Office and Administrative Support Occupations,1,Hispanic Other,63
2880,Office and Administrative Support Occupations,1,Hispanic White,143
2880,Office and Administrative Support Occupations,1,Non-Hispanic Black,12
2880,Office and Administrative Support Occupations,1,Non-Hispanic White,242
2880,Office and Administrative Support Occupations,2,Hispanic White,15
2880,Office and Administrative Support Occupations,2,Non-Hispanic Asian,21
2880,Office and Administrative Support Occupations,2,Non-Hispanic Black,27
2880,Office and Administrative Support Occupations,2,Non-Hispanic White,713
2880,Production Occupations,1,Hispanic Multiracial,31
2880,Production Occupations,1,Hispanic Other,593
2880,Production Occupations,1,Hispanic White,899
2880,Production Occupations,1,Non-Hispanic Asian,566
2880,Production Occupations,1,Non-Hispanic Black,148
2880,Production Occupations,1,Non-Hispanic Multiracial,72
2880,Production Occupations,1,Non-Hispanic White,4622
2880,Production Occupations,2,Hispanic Other,65
2880,Production Occupations,2,Hispanic White,369
2880,Production Occupations,2,Non-Hispanic Asian,32
2880,Production Occupations,2,Non-Hispanic Black,18
2880,Production Occupations,2,Non-Hispanic White,151
2880,Protective Service Occupations,2,Non-Hispanic Black,68
2880,Sales and Related Occupations,1,Non-Hispanic White,250
2880,Sales and Related Occupations,2,Non-Hispanic White,83
2880,Tarnsportation and Material Moving Occupations,1,Hispanic White,288
2880,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,22
2880,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,25
2880,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Other,30
2880,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,253
2880,Tarnsportation and Material Moving Occupations,2,Hispanic White,119
2880,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,45
2880,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,71
2890,Architecture and Engineering Occupations,1,Non-Hispanic Asian,19
2890,Architecture and Engineering Occupations,1,Non-Hispanic White,30
2890,Architecture and Engineering Occupations,2,Non-Hispanic White,34
2890,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,13
2890,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,18
2890,Business and Financial Operations Occupations,2,Non-Hispanic White,20
2890,Computer and Mathematical Occupations,1,Non-Hispanic White,83
2890,Construction and Extraction Occupations,1,Hispanic White,13
2890,Construction and Extraction Occupations,1,Non-Hispanic Black,18
2890,Construction and Extraction Occupations,1,Non-Hispanic White,52
2890,"Installation, Maintenance, and Repair Occupations",1,Hispanic Multiracial,14
2890,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,42
2890,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,39
2890,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,71
2890,Management Occupations,1,Non-Hispanic Asian,29
2890,Management Occupations,1,Non-Hispanic White,446
2890,Management Occupations,2,Non-Hispanic Asian,11
2890,Management Occupations,2,Non-Hispanic White,274
2890,Office and Administrative Support Occupations,1,Hispanic Multiracial,23
2890,Office and Administrative Support Occupations,1,Hispanic Other,31
2890,Office and Administrative Support Occupations,1,Hispanic White,24
2890,Office and Administrative Support Occupations,1,Non-Hispanic Asian,34
2890,Office and Administrative Support Occupations,1,Non-Hispanic White,150
2890,Office and Administrative Support Occupations,2,Hispanic Black,16
2890,Office and Administrative Support Occupations,2,Hispanic Other,47
2890,Office and Administrative Support Occupations,2,Non-Hispanic Asian,7
2890,Office and Administrative Support Occupations,2,Non-Hispanic Black,15
2890,Office and Administrative Support Occupations,2,Non-Hispanic White,267
2890,Production Occupations,1,Hispanic Multiracial,15
2890,Production Occupations,1,Hispanic Other,708
2890,Production Occupations,1,Hispanic White,745
2890,Production Occupations,1,Non-Hispanic Asian,120
2890,Production Occupations,1,Non-Hispanic Black,191
2890,Production Occupations,1,Non-Hispanic White,600
2890,Production Occupations,2,Hispanic Black,14
2890,Production Occupations,2,Hispanic Multiracial,19
2890,Production Occupations,2,Hispanic Other,26
2890,Production Occupations,2,Hispanic White,133
2890,Production Occupations,2,Non-Hispanic Black,23
2890,Production Occupations,2,Non-Hispanic White,77
2890,Sales and Related Occupations,1,Non-Hispanic White,32
2890,Tarnsportation and Material Moving Occupations,1,Hispanic Other,159
2890,Tarnsportation and Material Moving Occupations,1,Hispanic White,170
2890,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,48
2890,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,158
2890,Tarnsportation and Material Moving Occupations,2,Hispanic Other,46
2890,Tarnsportation and Material Moving Occupations,2,Hispanic White,153
290,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,33
290,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,38
290,Computer and Mathematical Occupations,2,Non-Hispanic Asian,20
290,Construction and Extraction Occupations,1,Non-Hispanic White,37
290,"Educations, Library, and Training Occupations",2,Non-Hispanic White,16
290,"Farming, Fishing, and Forestry Occupations",1,Hispanic Other,26
290,"Farming, Fishing, and Forestry Occupations",1,Non-Hispanic White,240
290,"Farming, Fishing, and Forestry Occupations",2,Hispanic White,69
290,"Farming, Fishing, and Forestry Occupations",2,Non-Hispanic White,25
290,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic AIAN,4
290,Management Occupations,1,Non-Hispanic White,11
290,Management Occupations,2,Non-Hispanic White,83
290,Office and Administrative Support Occupations,1,Hispanic Other,6
290,Office and Administrative Support Occupations,1,Non-Hispanic White,15
290,Office and Administrative Support Occupations,2,Non-Hispanic Black,9
290,Office and Administrative Support Occupations,2,Non-Hispanic White,135
290,Personal Care and Service Occupations,1,Hispanic White,27
290,Personal Care and Service Occupations,1,Non-Hispanic White,57
290,Personal Care and Service Occupations,2,Non-Hispanic White,168
290,Production Occupations,1,Non-Hispanic White,14
290,Production Occupations,2,Hispanic White,70
290,Sales and Related Occupations,2,Non-Hispanic White,37
290,Tarnsportation and Material Moving Occupations,1,Hispanic Multiracial,17
290,Tarnsportation and Material Moving Occupations,1,Hispanic White,96
290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,62
290,Tarnsportation and Material Moving Occupations,2,Hispanic White,30
290,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,24
2970,Architecture and Engineering Occupations,1,Non-Hispanic Multiracial,13
2970,Architecture and Engineering Occupations,2,Non-Hispanic White,15
2970,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,38
2970,Business and Financial Operations Occupations,1,Hispanic White,22
2970,Business and Financial Operations Occupations,1,Non-Hispanic White,22
2970,Management Occupations,2,Non-Hispanic White,31
2970,Office and Administrative Support Occupations,1,Hispanic Other,31
2970,Office and Administrative Support Occupations,2,Non-Hispanic White,26
2970,Production Occupations,1,Non-Hispanic Asian,33
2970,Production Occupations,1,Non-Hispanic White,193
2970,Sales and Related Occupations,2,Non-Hispanic White,16
2970,Tarnsportation and Material Moving Occupations,1,Hispanic White,41
2970,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,32
2980,Architecture and Engineering Occupations,1,Hispanic White,38
2980,Architecture and Engineering Occupations,1,Non-Hispanic Asian,48
2980,Architecture and Engineering Occupations,1,Non-Hispanic Black,19
2980,Architecture and Engineering Occupations,1,Non-Hispanic White,510
2980,Architecture and Engineering Occupations,2,Hispanic White,26
2980,Architecture and Engineering Occupations,2,Non-Hispanic White,135
2980,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic Other,16
2980,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,70
2980,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,50
2980,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,44
2980,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,52
2980,Business and Financial Operations Occupations,1,Hispanic Other,15
2980,Business and Financial Operations Occupations,1,Hispanic White,106
2980,Business and Financial Operations Occupations,1,Non-Hispanic Asian,33
2980,Business and Financial Operations Occupations,1,Non-Hispanic White,189
2980,Business and Financial Operations Occupations,2,Hispanic White,16
2980,Business and Financial Operations Occupations,2,Non-Hispanic Asian,52
2980,Business and Financial Operations Occupations,2,Non-Hispanic Black,18
2980,Business and Financial Operations Occupations,2,Non-Hispanic White,75
2980,Computer and Mathematical Occupations,1,Non-Hispanic Black,53
2980,Computer and Mathematical Occupations,1,Non-Hispanic White,102
2980,Construction and Extraction Occupations,1,Hispanic White,56
2980,Construction and Extraction Occupations,1,Non-Hispanic Asian,38
2980,Construction and Extraction Occupations,1,Non-Hispanic White,211
2980,Construction and Extraction Occupations,2,Hispanic White,47
2980,"Educations, Library, and Training Occupations",1,Non-Hispanic White,26
2980,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,57
2980,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,123
2980,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,468
2980,"Installation, Maintenance, and Repair Occupations",2,Hispanic Other,17
